Date,Open,High,Low,Close,Volume
2011-10-07,85290000000.0,92880000000.0,84240000000.0,88260000000.0,0.0
2011-10-10,82740000000.0,82800000000.0,77970000000.0,77970000000.0,0.0
2011-10-11,78510000000.0,78630000000.0,74550000000.0,75300000000.0,0.0
2011-10-12,69630000000.0,69630000000.0,62430000000.0,64380000000.0,0.0
2011-10-13,66600000000.0,70110000000.0,64830000000.0,64830000000.0,0.0
2011-10-14,58680000000.0,62070000000.0,57420000000.0,58440000000.0,0.0
2011-10-17,58050000000.0,69750000000.0,57870000000.0,69750000000.0,0.0
2011-10-18,69240000000.0,73860000000.0,59550000000.0,65100000000.0,0.0
2011-10-19,63000000000.0,74160000000.0,61800000000.0,72330000000.0,0.0
2011-10-20,73260000000.0,78390000000.0,71400000000.0,72450000000.0,0.0
2011-10-21,67620000000.0,70050000000.0,65160000000.0,65160000000.0,0.0
2011-10-24,61500000000.0,63510000000.0,56910000000.0,57180000000.0,0.0
2011-10-25,58710000000.0,65550000000.0,58710000000.0,64650000000.0,0.0
2011-10-26,59490000000.0,68730000000.0,58860000000.0,59520000000.0,0.0
2011-10-27,47190000000.0,49590000000.0,42810000000.0,43650000000.0,0.0
2011-10-28,45240000000.0,45930000000.0,42330000000.0,42870000000.0,0.0
2011-10-31,47040000000.0,51990000000.0,46170000000.0,51990000000.0,0.0
2011-11-01,67800000000.0,70350000000.0,63150000000.0,67230000000.0,0.0
2011-11-02,62280000000.0,67590000000.0,61620000000.0,63090000000.0,0.0
2011-11-03,59430000000.0,67080000000.0,56610000000.0,57150000000.0,0.0
2011-11-04,60180000000.0,63480000000.0,57630000000.0,59310000000.0,0.0
2011-11-07,59970000000.0,63000000000.0,58200000000.0,58230000000.0,0.0
2011-11-08,56640000000.0,59820000000.0,52500000000.0,52740000000.0,0.0
2011-11-09,60630000000.0,73050000000.0,59850000000.0,72270000000.0,0.0
2011-11-10,63330000000.0,71250000000.0,62850000000.0,63120000000.0,0.0
2011-11-11,58440000000.0,58530000000.0,56400000000.0,57870000000.0,0.0
2011-11-14,59580000000.0,62940000000.0,59340000000.0,60630000000.0,0.0
2011-11-15,62820000000.0,63960000000.0,58470000000.0,59460000000.0,0.0
2011-11-16,63060000000.0,66030000000.0,58800000000.0,65220000000.0,0.0
2011-11-17,66210000000.0,73950000000.0,65040000000.0,71430000000.0,0.0
2011-11-18,67350000000.0,71340000000.0,66540000000.0,66540000000.0,0.0
2011-11-21,73530000000.0,73830000000.0,67380000000.0,68190000000.0,0.0
2011-11-22,68910000000.0,70260000000.0,64980000000.0,65340000000.0,0.0
2011-11-23,68460000000.0,71520000000.0,67530000000.0,71220000000.0,0.0
2011-11-25,71700000000.0,73560000000.0,68940000000.0,73050000000.0,0.0
2011-11-28,63330000000.0,67470000000.0,62220000000.0,66090000000.0,0.0
2011-11-29,64830000000.0,66120000000.0,62010000000.0,63300000000.0,0.0
2011-11-30,54780000000.0,55710000000.0,51810000000.0,52080000000.0,0.0
2011-12-01,52500000000.0,52740000000.0,49020000000.0,49710000000.0,0.0
2011-12-02,46830000000.0,49530000000.0,45210000000.0,49290000000.0,0.0
2011-12-05,45360000000.0,50310000000.0,45240000000.0,49260000000.0,0.0
2011-12-06,49260000000.0,49890000000.0,47550000000.0,48810000000.0,0.0
2011-12-07,50250000000.0,54150000000.0,50220000000.0,51900000000.0,0.0
2011-12-08,54780000000.0,57480000000.0,54000000000.0,56700000000.0,0.0
2011-12-09,55140000000.0,55260000000.0,48630000000.0,48840000000.0,0.0
2011-12-12,50610000000.0,52500000000.0,48960000000.0,48960000000.0,0.0
2011-12-13,47010000000.0,50490000000.0,44940000000.0,48570000000.0,0.0
2011-12-14,48420000000.0,50820000000.0,47190000000.0,48750000000.0,0.0
2011-12-15,45330000000.0,46350000000.0,43950000000.0,45120000000.0,0.0
2011-12-16,42150000000.0,45720000000.0,42150000000.0,44610000000.0,0.0
2011-12-19,43650000000.0,44400000000.0,41850000000.0,43620000000.0,0.0
2011-12-20,39810000000.0,39810000000.0,38250000000.0,38280000000.0,0.0
2011-12-21,37530000000.0,38640000000.0,33120000000.0,33240000000.0,0.0
2011-12-22,31770000000.0,33900000000.0,30480000000.0,33210000000.0,0.0
2011-12-23,32250000000.0,35460000000.0,32190000000.0,34800000000.0,0.0
2011-12-27,34500000000.0,34740000000.0,33480000000.0,34410000000.0,0.0
2011-12-28,33990000000.0,37350000000.0,33990000000.0,37140000000.0,0.0
2011-12-29,36660000000.0,36720000000.0,35250000000.0,35370000000.0,0.0
2011-12-30,35370000000.0,36510000000.0,35100000000.0,36480000000.0,0.0
2012-01-03,33120000000.0,33510000000.0,32250000000.0,32640000000.0,0.0
2012-01-04,33570000000.0,34110000000.0,31290000000.0,31380000000.0,0.0
2012-01-05,32220000000.0,32850000000.0,29850000000.0,29850000000.0,0.0
2012-01-06,29430000000.0,30600000000.0,28380000000.0,28980000000.0,0.0
2012-01-09,28440000000.0,28920000000.0,27810000000.0,28110000000.0,0.0
2012-01-10,26430000000.0,27240000000.0,25920000000.0,26970000000.0,0.0
2012-01-11,27480000000.0,27960000000.0,27240000000.0,27720000000.0,0.0
2012-01-12,27510000000.0,29520000000.0,26940000000.0,27000000000.0,0.0
2012-01-13,28320000000.0,30030000000.0,28200000000.0,28440000000.0,0.0
2012-01-17,26550000000.0,28320000000.0,25740000000.0,27930000000.0,0.0
2012-01-18,27660000000.0,28290000000.0,25920000000.0,26040000000.0,0.0
2012-01-19,25290000000.0,25800000000.0,24480000000.0,24570000000.0,0.0
2012-01-20,24810000000.0,25020000000.0,22980000000.0,23130000000.0,0.0
2012-01-23,23010000000.0,23280000000.0,21600000000.0,21930000000.0,0.0
2012-01-24,22980000000.0,23130000000.0,21900000000.0,22050000000.0,0.0
2012-01-25,22050000000.0,22620000000.0,20070000000.0,20220000000.0,0.0
2012-01-26,19350000000.0,20820000000.0,19230000000.0,20220000000.0,0.0
2012-01-27,20910000000.0,20910000000.0,19170000000.0,19380000000.0,0.0
2012-01-30,20820000000.0,21060000000.0,19980000000.0,20520000000.0,0.0
2012-01-31,19590000000.0,20910000000.0,19440000000.0,20490000000.0,0.0
2012-02-01,19590000000.0,19950000000.0,18840000000.0,19410000000.0,0.0
2012-02-02,18690000000.0,18900000000.0,18210000000.0,18240000000.0,0.0
2012-02-03,16710000000.0,17040000000.0,16320000000.0,16320000000.0,0.0
2012-02-06,16560000000.0,16620000000.0,15930000000.0,15930000000.0,0.0
2012-02-07,16020000000.0,16620000000.0,15870000000.0,16170000000.0,0.0
2012-02-08,16200000000.0,17130000000.0,16020000000.0,16920000000.0,0.0
2012-02-09,17100000000.0,18630000000.0,16830000000.0,18600000000.0,0.0
2012-02-10,20580000000.0,24060000000.0,20190000000.0,21750000000.0,0.0
2012-02-13,19350000000.0,20010000000.0,18450000000.0,18480000000.0,0.0
2012-02-14,19050000000.0,21870000000.0,18990000000.0,19590000000.0,0.0
2012-02-15,19920000000.0,22110000000.0,19890000000.0,21810000000.0,0.0
2012-02-16,22740000000.0,23550000000.0,19890000000.0,20040000000.0,0.0
2012-02-17,19380000000.0,20460000000.0,19020000000.0,19800000000.0,0.0
2012-02-21,19020000000.0,20040000000.0,18900000000.0,19530000000.0,0.0
2012-02-22,19650000000.0,19860000000.0,18300000000.0,18390000000.0,0.0
2012-02-23,18390000000.0,18750000000.0,15810000000.0,16080000000.0,0.0
2012-02-24,15630000000.0,17340000000.0,15390000000.0,17190000000.0,0.0
2012-02-27,18360000000.0,18510000000.0,16410000000.0,17460000000.0,0.0
2012-02-28,17850000000.0,17970000000.0,16950000000.0,17070000000.0,0.0
2012-02-29,16530000000.0,17250000000.0,15870000000.0,16470000000.0,0.0
2012-03-01,16320000000.0,16440000000.0,15630000000.0,15870000000.0,0.0
2012-03-02,15780000000.0,16350000000.0,15540000000.0,16110000000.0,0.0
2012-03-05,16260000000.0,16620000000.0,15810000000.0,15960000000.0,0.0
2012-03-06,17970000000.0,18690000000.0,17310000000.0,18390000000.0,0.0
2012-03-07,17850000000.0,18150000000.0,16530000000.0,16590000000.0,0.0
2012-03-08,15695000000.0,15845000000.0,15050000000.0,15255000000.0,0.0
2012-03-09,14830000000.0,14870000000.0,14025000000.0,14645000000.0,0.0
2012-03-12,14230000000.0,14300000000.0,13195000000.0,13305000000.0,0.0
2012-03-13,12525000000.0,12715000000.0,11870000000.0,12080000000.0,0.0
2012-03-14,11890000000.0,13480000000.0,11845000000.0,12845000000.0,0.0
2012-03-15,13120000000.0,13335000000.0,12430000000.0,12430000000.0,0.0
2012-03-16,12300000000.0,12715000000.0,12195000000.0,12385000000.0,0.0
2012-03-19,12250000000.0,12325000000.0,10725000000.0,10925000000.0,0.02
2012-03-20,11375000000.0,11545000000.0,9860000000.0,9870000000.0,0.02
2012-03-21,9460000000.0,9750000000.0,8670000000.0,8900000000.0,0.02
2012-03-22,9625000000.0,9970000000.0,8890000000.0,9105000000.0,0.02
2012-03-23,8970000000.0,9280000000.0,7770000000.0,7830000000.0,0.02
2012-03-26,7250000000.0,7250000000.0,6300000000.0,6375000000.0,0.0
2012-03-27,6570000000.0,7670000000.0,6520000000.0,7640000000.0,0.0
2012-03-28,7610000000.0,9100000000.0,7375000000.0,7730000000.0,0.02
2012-03-29,8695000000.0,8695000000.0,7510000000.0,7690000000.0,0.02
2012-03-30,7040000000.0,7640000000.0,7000000000.0,7280000000.0,0.0
2012-04-02,7345000000.0,7420000000.0,6750000000.0,7260000000.0,0.0
2012-04-03,7190000000.0,7935000000.0,7070000000.0,7510000000.0,0.02
2012-04-04,8255000000.0,8620000000.0,7700000000.0,7850000000.0,0.02
2012-04-05,8230000000.0,8320000000.0,7775000000.0,8150000000.0,0.0
2012-04-09,9185000000.0,9250000000.0,8545000000.0,9220000000.0,0.02
2012-04-10,9305000000.0,10750000000.0,9055000000.0,10710000000.0,0.02
2012-04-11,9645000000.0,10330000000.0,9415000000.0,10200000000.0,0.02
2012-04-12,9930000000.0,10050000000.0,8385000000.0,8450000000.0,0.02
2012-04-13,8335000000.0,9320000000.0,8320000000.0,9295000000.0,0.02
2012-04-16,8620000000.0,9605000000.0,8430000000.0,8950000000.0,0.02
2012-04-17,8340000000.0,8410000000.0,7760000000.0,7990000000.0,0.02
2012-04-18,8160000000.0,8405000000.0,7790000000.0,8185000000.0,0.02
2012-04-19,8160000000.0,8825000000.0,7800000000.0,8340000000.0,0.02
2012-04-20,7990000000.0,8020000000.0,7640000000.0,7815000000.0,0.02
2012-04-23,8560000000.0,8900000000.0,8215000000.0,8300000000.0,0.02
2012-04-24,8235000000.0,8335000000.0,7905000000.0,7905000000.0,0.02
2012-04-25,7280000000.0,7345000000.0,6930000000.0,6960000000.0,0.02
2012-04-26,6980000000.0,7040000000.0,6340000000.0,6465000000.0,0.02
2012-04-27,6400000000.0,6690000000.0,6310000000.0,6420000000.0,0.02
2012-04-30,6590000000.0,6785000000.0,6500000000.0,6720000000.0,0.02
2012-05-01,6665000000.0,6710000000.0,6125000000.0,6285000000.0,0.02
2012-05-02,6575000000.0,6700000000.0,6275000000.0,6390000000.0,0.02
2012-05-03,6310000000.0,6835000000.0,6210000000.0,6665000000.0,0.02
2012-05-04,6800000000.0,7470000000.0,6775000000.0,7285000000.0,0.02
2012-05-07,7615000000.0,7660000000.0,6865000000.0,7035000000.0,0.02
2012-05-08,7310000000.0,8060000000.0,7085000000.0,7170000000.0,0.04
2012-05-09,7865000000.0,8165000000.0,7255000000.0,7725000000.0,0.04
2012-05-10,7255000000.0,7455000000.0,7030000000.0,7210000000.0,0.02
2012-05-11,7580000000.0,7600000000.0,6955000000.0,7415000000.0,0.02
2012-05-14,8060000000.0,8310000000.0,7840000000.0,8280000000.0,0.02
2012-05-15,8315000000.0,9165000000.0,7995000000.0,9095000000.0,0.02
2012-05-16,8805000000.0,9805000000.0,8520000000.0,9710000000.0,0.02
2012-05-17,9595000000.0,10660000000.0,9350000000.0,10660000000.0,0.02
2012-05-18,10465000000.0,12435000000.0,10340000000.0,12040000000.0,0.04
2012-05-21,11860000000.0,12215000000.0,9255000000.0,9280000000.0,0.02
2012-05-22,9020000000.0,10550000000.0,8250000000.0,9930000000.0,0.02
2012-05-23,10480000000.0,11095000000.0,9405000000.0,9605000000.0,0.04
2012-05-24,9470000000.0,10505000000.0,9355000000.0,9740000000.0,0.02
2012-05-25,9725000000.0,9865000000.0,9450000000.0,9550000000.0,0.02
2012-05-29,8990000000.0,9345000000.0,8585000000.0,8625000000.0,0.02
2012-05-30,9070000000.0,9785000000.0,9070000000.0,9785000000.0,0.02
2012-05-31,9900000000.0,10945000000.0,9335000000.0,10010000000.0,0.04
2012-06-01,11525000000.0,11810000000.0,10940000000.0,11735000000.0,0.04
2012-06-04,11250000000.0,12045000000.0,10730000000.0,10800000000.0,0.02
2012-06-05,11010000000.0,11040000000.0,10135000000.0,10310000000.0,0.02
2012-06-06,9680000000.0,9825000000.0,8805000000.0,8825000000.0,0.02
2012-06-07,8010000000.0,8730000000.0,7920000000.0,8590000000.0,0.02
2012-06-08,8720000000.0,8800000000.0,7665000000.0,7705000000.0,0.02
2012-06-11,7115000000.0,8985000000.0,7035000000.0,8925000000.0,0.02
2012-06-12,8770000000.0,9405000000.0,8480000000.0,8605000000.0,0.04
2012-06-13,9025000000.0,9750000000.0,8530000000.0,9460000000.0,0.04
2012-06-14,9335000000.0,9625000000.0,8275000000.0,8315000000.0,0.04
2012-06-15,8135000000.0,8370000000.0,7400000000.0,7590000000.0,0.02
2012-06-18,7480000000.0,7625000000.0,6310000000.0,6320000000.0,0.04
2012-06-19,5860000000.0,6230000000.0,5800000000.0,6045000000.0,0.04
2012-06-20,6045000000.0,6500000000.0,5525000000.0,5525000000.0,0.06
2012-06-21,5550000000.0,6735000000.0,5410000000.0,6715000000.0,0.04
2012-06-22,6235000000.0,6470000000.0,5265000000.0,5345000000.0,0.04
2012-06-25,6170000000.0,6450000000.0,6090000000.0,6300000000.0,0.04
2012-06-26,5955000000.0,6445000000.0,5790000000.0,5935000000.0,0.04
2012-06-27,5770000000.0,6055000000.0,5600000000.0,6040000000.0,0.04
2012-06-28,6165000000.0,6390000000.0,5650000000.0,5680000000.0,0.04
2012-06-29,5020000000.0,5175000000.0,4880000000.0,4920000000.0,0.04
2012-07-02,4725000000.0,4820000000.0,4260000000.0,4275000000.0,0.04
2012-07-03,4205000000.0,4220000000.0,3950000000.0,4080000000.0,0.02
2012-07-05,4130000000.0,4465000000.0,4130000000.0,4370000000.0,0.04
2012-07-06,4610000000.0,4630000000.0,4255000000.0,4290000000.0,0.04
2012-07-09,4225000000.0,4425000000.0,4110000000.0,4190000000.0,0.02
2012-07-10,4075000000.0,4590000000.0,3950000000.0,4430000000.0,0.04
2012-07-11,4410000000.0,4555000000.0,4060000000.0,4130000000.0,0.04
2012-07-12,4350000000.0,4535000000.0,4020000000.0,4210000000.0,0.04
2012-07-13,4095000000.0,4105000000.0,3750000000.0,3755000000.0,0.04
2012-07-16,3725000000.0,3805000000.0,3565000000.0,3650000000.0,0.02
2012-07-17,3525000000.0,3730000000.0,3330000000.0,3370000000.0,0.04
2012-07-18,3415000000.0,3495000000.0,3265000000.0,3445000000.0,0.04
2012-07-19,3400000000.0,3555000000.0,3285000000.0,3285000000.0,0.04
2012-07-20,3485000000.0,3695000000.0,3395000000.0,3625000000.0,0.04
2012-07-23,4215000000.0,4460000000.0,3970000000.0,4095000000.0,0.06
2012-07-24,4110000000.0,4705000000.0,4085000000.0,4430000000.0,0.06
2012-07-25,4395000000.0,4720000000.0,4175000000.0,4320000000.0,0.06
2012-07-26,3795000000.0,3970000000.0,3655000000.0,3665000000.0,0.04
2012-07-27,3350000000.0,3550000000.0,3330000000.0,3450000000.0,0.04
2012-07-30,3405000000.0,3610000000.0,3315000000.0,3600000000.0,0.04
2012-07-31,3740000000.0,3815000000.0,3590000000.0,3780000000.0,0.04
2012-08-01,3650000000.0,3810000000.0,3540000000.0,3635000000.0,0.06
2012-08-02,3815000000.0,3895000000.0,3470000000.0,3470000000.0,0.06
2012-08-03,3215000000.0,3250000000.0,3005000000.0,3010000000.0,0.04
2012-08-06,2910000000.0,2940000000.0,2785000000.0,2860000000.0,0.02
2012-08-07,2765000000.0,3015000000.0,2730000000.0,3010000000.0,0.02
2012-08-08,2985000000.0,3035000000.0,2750000000.0,2755000000.0,0.04
2012-08-09,2800000000.0,2850000000.0,2670000000.0,2730000000.0,0.04
2012-08-10,2790000000.0,2825000000.0,2630000000.0,2635000000.0,0.02
