Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AMGN,AMGN,AMGN,AMGN,AMGN,AMGN
Date,,,,,,
2010-01-04,39.91324234008789,57.720001220703125,57.869998931884766,56.560001373291016,56.630001068115234,5277400
2010-01-05,39.567508697509766,57.220001220703125,57.689998626708984,56.27000045776367,57.33000183105469,7882800
2010-01-06,39.270145416259766,56.790000915527344,57.38999938964844,56.5,56.939998626708984,6015100
2010-01-07,38.910579681396484,56.27000045776367,56.529998779296875,54.650001525878906,56.40999984741211,10371600
2010-01-08,39.25633239746094,56.77000045776367,56.83000183105469,55.63999938964844,56.06999969482422,6576000
2010-01-11,39.4292106628418,57.02000045776367,57.36000061035156,56.619998931884766,56.93000030517578,4062700
2010-01-12,38.74460983276367,56.029998779296875,57.41999816894531,54.81999969482422,57.13999938964844,11268300
2010-01-13,39.090362548828125,56.529998779296875,56.75,55.959999084472656,56.349998474121094,5056200
2010-01-14,38.83450698852539,56.15999984741211,56.529998779296875,55.90999984741211,56.349998474121094,4668900
2010-01-15,38.8967399597168,56.25,56.5099983215332,55.650001525878906,56.029998779296875,7240000
2010-01-19,39.79568099975586,57.54999923706055,57.75,56.2400016784668,56.40999984741211,8570100
2010-01-20,39.55366897583008,57.20000076293945,57.619998931884766,56.40999984741211,57.619998931884766,6625700
2010-01-21,39.159515380859375,56.630001068115234,57.560001373291016,56.310001373291016,57.43000030517578,5833700
2010-01-22,39.13875961303711,56.599998474121094,57.29999923706055,56.529998779296875,56.66999816894531,5967600
2010-01-25,38.52333450317383,55.709999084472656,56.790000915527344,55.54999923706055,56.720001220703125,6719400
2010-01-26,39.12493896484375,56.58000183105469,56.869998931884766,55.70000076293945,56.20000076293945,14880300
2010-01-27,39.92707824707031,57.7400016784668,57.880001068115234,56.349998474121094,56.349998474121094,9695000
2010-01-28,40.16218948364258,58.08000183105469,58.779998779296875,57.560001373291016,57.869998931884766,11638200
2010-01-29,40.43878173828125,58.47999954223633,58.93000030517578,58.15999984741211,58.349998474121094,9465700
2010-02-01,40.60475158691406,58.720001220703125,58.84000015258789,58.369998931884766,58.52000045776367,7079100
2010-02-02,40.95741271972656,59.22999954223633,59.29999923706055,58.40999984741211,58.599998474121094,7660900
2010-02-03,40.846771240234375,59.06999969482422,59.41999816894531,58.86000061035156,58.900001525878906,7082600
2010-02-04,39.781864166259766,57.529998779296875,59.060001373291016,57.33000183105469,58.900001525878906,9534500
2010-02-05,39.88560104370117,57.68000030517578,58.029998779296875,56.63999938964844,57.540000915527344,8409900
2010-02-08,39.73346710205078,57.459999084472656,57.91999816894531,56.70000076293945,57.540000915527344,5947800
2010-02-09,39.56057357788086,57.209999084472656,58.400001525878906,56.70000076293945,58.2400016784668,18732200
2010-02-10,39.30472946166992,56.84000015258789,57.290000915527344,56.369998931884766,57.09000015258789,6019100
2010-02-11,39.06962966918945,56.5,57.0,56.22999954223633,56.560001373291016,8491100
2010-02-12,39.05580139160156,56.47999954223633,56.720001220703125,56.02000045776367,56.220001220703125,8008700
2010-02-16,39.40847396850586,56.9900016784668,57.0,56.20000076293945,56.619998931884766,5245900
2010-02-17,39.55366897583008,57.20000076293945,57.56999969482422,56.75,56.93000030517578,6831900
2010-02-18,39.602081298828125,57.27000045776367,57.439998626708984,57.099998474121094,57.29999923706055,8120500
2010-02-19,39.67814636230469,57.380001068115234,57.709999084472656,56.95000076293945,57.04999923706055,7131600
2010-02-22,39.48451232910156,57.099998474121094,57.439998626708984,56.79999923706055,57.36000061035156,7176800
2010-02-23,38.98664855957031,56.380001068115234,57.220001220703125,56.349998474121094,56.959999084472656,7703000
2010-02-24,39.23558044433594,56.7400016784668,56.97999954223633,56.349998474121094,56.65999984741211,4887700
2010-02-25,38.8967399597168,56.25,56.47999954223633,55.779998779296875,56.47999954223633,6592200
2010-02-26,39.14567947387695,56.61000061035156,57.029998779296875,56.099998474121094,56.25,6351700
2010-03-01,39.346214294433594,56.900001525878906,57.09000015258789,56.720001220703125,56.7400016784668,5638400
2010-03-02,39.32548141479492,56.869998931884766,57.02000045776367,56.470001220703125,56.90999984741211,7219100
2010-03-03,39.346214294433594,56.900001525878906,57.16999816894531,56.66999816894531,56.869998931884766,5655600
2010-03-04,39.25633239746094,56.77000045776367,57.08000183105469,56.369998931884766,57.0099983215332,6127000
2010-03-05,39.58132553100586,57.2400016784668,57.2599983215332,56.209999084472656,56.75,6529100
2010-03-08,39.837188720703125,57.61000061035156,58.099998474121094,57.20000076293945,57.25,4409300
2010-03-09,39.94091796875,57.7599983215332,57.93000030517578,57.2599983215332,57.27000045776367,5095400
2010-03-10,39.954742431640625,57.779998779296875,57.9900016784668,57.5,57.97999954223633,4620700
2010-03-11,39.75421142578125,57.4900016784668,57.7400016784668,57.08000183105469,57.43000030517578,4346900
2010-03-12,39.71271514892578,57.43000030517578,57.75,57.15999984741211,57.720001220703125,3601400
2010-03-15,39.33930969238281,56.88999938964844,57.75,56.529998779296875,57.27000045776367,7051800
2010-03-16,39.70579528808594,57.41999816894531,57.540000915527344,56.709999084472656,57.290000915527344,6256500
2010-03-17,39.71271514892578,57.43000030517578,57.43000030517578,56.900001525878906,57.36000061035156,5348600
2010-03-18,40.32124328613281,58.310001373291016,58.439998626708984,57.15999984741211,57.40999984741211,6442600
2010-03-19,41.4898681640625,60.0,60.130001068115234,57.650001525878906,58.91999816894531,18901000
2010-03-22,41.55209732055664,60.09000015258789,60.38999938964844,59.5,59.61000061035156,8837000
2010-03-23,41.53135681152344,60.060001373291016,60.08000183105469,59.61000061035156,59.88999938964844,5024800
2010-03-24,40.846771240234375,59.06999969482422,60.0,58.959999084472656,59.790000915527344,9367100
2010-03-25,40.97815704345703,59.2599983215332,59.790000915527344,59.0,59.400001525878906,8863000
