Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2010-01-04,85.51561737060547,85.5608898331571,84.1422970229254,84.79122918515148,118944600
2010-01-05,85.74201202392578,85.77974292570069,85.15344680057224,85.4628240757299,111579900
2010-01-06,85.80235290527344,86.01363207392798,85.5910737366189,85.65898243071832,116074400
2010-01-07,86.16456604003906,86.27020564418144,85.40244681850331,85.64390959324685,131091100
2010-01-08,86.45128631591797,86.48901720668954,85.76462900789554,85.93817728882317,126402800
2010-01-11,86.57205200195312,86.87387621003911,86.20230756027061,86.83615106249223,106375700
2010-01-12,85.76464080810547,86.17965187906512,85.43262734579659,85.99855624368139,163333500
2010-01-13,86.489013671875,86.73047639493774,85.5457990103916,85.98344623805657,161822000
2010-01-14,86.72293853759766,86.88139792720277,86.33810530174176,86.39092509827681,115718800
2010-01-15,85.74954223632812,86.65502612887848,85.41752878916078,86.57202852401284,212283100
2010-01-19,86.82102966308594,86.87384945892893,85.71180819345706,85.73445018332633,139172700
2010-01-20,85.93817901611328,86.3607373680048,85.25152169428956,86.23246154788427,216490200
2010-01-21,84.2856674194336,86.22491670738452,84.18002782841104,85.96081772982816,344859600
2010-01-22,82.40677642822266,84.315841948935,82.31622574979339,83.90837253139131,345942400
2010-01-25,82.829345703125,83.31227696170116,82.55770514575717,83.16135914435671,186937500
2010-01-26,82.48226165771484,83.35756792172538,82.27852975525853,82.50489789610695,211168800
2010-01-27,82.87462615966797,83.06326911873654,81.74276840525653,82.37660598440235,271863600
2010-01-28,81.92389678955078,83.1915782116241,81.42588217209084,83.1463057255628,316104000
2010-01-29,81.03350067138672,82.85202227005998,80.90522479080512,82.27854583867429,310677600
2010-02-01,82.29361724853516,82.30116458017869,81.11648681694321,81.60695974908228,187865000
2010-02-02,83.28962707519531,83.4480864506898,82.15776945858423,82.44451040589138,216327900
2010-02-03,82.87462615966797,83.36509900463152,82.63316340233725,82.91235129732594,172730700
2010-02-04,80.31665802001953,82.2709970408024,80.30156335379131,82.23327188908861,356715700
2010-02-05,80.48263549804688,80.64863646760699,78.91312468371794,80.40717370824302,493585800
2010-02-08,79.901611328125,80.98819661519641,79.84124419952632,80.5429962379389,224166900
2010-02-09,80.90518951416016,81.60694152014638,80.18834284825863,80.83727505839325,337820500
2010-02-10,80.74674224853516,81.19193691512889,80.06762637354511,80.77692581597103,240511500
2010-02-11,81.59185028076172,81.68240097327173,80.17325730632905,80.64109391557471,223591600
2010-02-12,81.5239486694336,81.56922114116296,80.36945458492116,80.73164587260948,304622100
2010-02-16,82.80668640136719,82.88968973855194,81.35791030001879,82.14266546081362,159317500
2010-02-17,83.1990966796875,83.3122836125,82.80671608019436,83.2066382534622,168845100
2010-02-18,83.68960571289062,83.86315409552375,83.03312582445422,83.06330940337499,193708600
2010-02-19,83.86309814453125,84.18756420529401,83.2745331405721,83.47072339420022,222684900
2010-02-22,83.87821197509766,84.19513077937398,83.62920187591205,84.17249454434375,132346900
2010-02-23,82.85956573486328,83.90842056009481,82.64073912109811,83.65186879308445,207497000
2010-02-24,83.6216812133789,83.75750442380276,82.89729267676121,83.108571946992,176350700
2010-02-25,83.50848388671875,83.56885102984764,82.20307751889044,82.42944567023233,259634700
2010-02-26,83.56129455566406,83.84803557569143,83.08591630862021,83.58393079262896,173589300
2010-03-01,84.42906188964844,84.51206527145139,83.88576912036642,83.90840535959858,147709700
2010-03-02,84.6629638671875,85.07043337915754,84.5120517917586,84.7912454639214,160992400
2010-03-03,84.73841857910156,85.24398032215113,84.52713363146368,84.8817833116981,150785000
2010-03-04,84.99501037597656,85.11574468878615,84.53472088301561,84.85163981874742,135770400
2010-03-05,86.20983123779297,86.27773993890081,85.34207248532711,85.54581010250295,176118800
2010-03-08,86.22493743896484,86.41358043356537,86.07402534605534,86.2173958641685,114631200
2010-03-09,86.36831665039062,86.76823891808915,85.92312190164787,85.96839438269211,154556700
2010-03-10,86.75312805175781,86.98704348718336,86.33056965049194,86.40602568544278,186088800
2010-03-11,87.1153564453125,87.13799844668014,86.28532819329514,86.54942730662854,160791100
2010-03-12,87.12288665771484,87.50772000833258,86.88142383627245,87.49262534372056,162074800
2010-03-15,87.1455078125,87.20587494664277,86.4739392767103,86.971959497998,146816800
2010-03-16,87.83970642089844,87.922704022923,87.14549598631875,87.38695873319507,168673000
2010-03-17,88.36036682128906,88.64710782279825,87.8472577078231,88.1038151430194,177468100
2010-03-18,88.31510925292969,88.48865759235579,87.96045948506644,88.36792906365862,196509100
2010-03-19,87.86804962158203,88.86818584184951,87.52709054473878,87.86804962158203,226641100
2010-03-22,88.33781433105469,88.49693204853116,87.31494857670215,87.36798588898314,184477800
2010-03-23,88.95913696289062,89.03490374321557,88.17872236170273,88.46664421982625,182941600
2010-03-24,88.52720642089844,88.97424001074856,87.572535098646,88.62570838475663,196072600
2010-03-25,88.3833236694336,89.53499408112053,88.27724899127702,89.12584641652958,223396300
2010-03-26,88.33025360107422,88.96670143418866,87.98172181903999,88.54998129030686,205808500
2010-03-29,88.89092254638672,89.05003448298089,88.4135867366042,88.7772695114956,134513500
2010-03-30,88.95155334472656,89.27735568362739,88.58029209641823,88.99701225413406,145772500
2010-03-31,88.64851379394531,89.04250464510496,88.35301921041643,88.61062750143684,161078700
2010-04-01,89.25460815429688,89.59556146707683,88.72422926919847,89.25460815429688,161215200
2010-04-05,89.98198699951172,90.04259694464766,89.3455334401973,89.59556897352203,105847600
2010-04-06,90.19412994384766,90.35324187737709,89.62587056097107,89.72436677297499,110384200
2010-04-07,89.67892456054688,90.4366038787126,89.26219862330194,90.01230531034281,184576300
2010-04-08,89.98956298828125,90.14110230836116,89.10307964319121,89.36826622753857,158704000
2010-04-09,90.58053588867188,90.6184163741093,90.01227658141705,90.17896112248042,133006500
2010-04-12,90.72451782226562,90.9594023362493,90.5881353169518,90.69420995656985,110279000
2010-04-13,90.79270935058594,90.9518213054309,90.16383416193621,90.63359739574096,125043600
2010-04-14,91.8231430053711,91.8231430053711,90.98211864092619,91.12607375638272,161609000
2010-04-15,91.8989028930664,92.11105212576945,91.64128898147482,91.67159684052284,144615300
2010-04-16,90.4366226196289,91.89894423794676,89.97443767731983,91.57314183239505,366786700
2010-04-19,90.77755737304688,90.86848097236877,89.76226986014088,90.17141738613768,217947800
2010-04-20,91.5882797241211,91.66405228526457,90.8230277261583,91.34582255811247,157708000
2010-04-21,91.42155456542969,91.85343138145049,90.91390522187744,91.64127639724764,192910100
2010-04-22,91.69432830810547,91.80798133687908,90.25474254575025,90.7775372290958,115360300
2010-04-23,92.29290771484375,92.33079398964746,91.39884596743512,91.63373046607705,177335500
2010-04-26,91.94438171386719,92.52779801084847,91.85346389765608,92.32322136310489,143457300
2010-04-27,89.76985931396484,91.93681711498701,89.59559050565407,91.41402225132504,355853300
2010-04-28,90.45173645019531,90.67904251148,89.61071211632851,90.20170671954207,300674100
2010-04-29,91.57312774658203,91.76254758623976,90.97456035958744,90.99728981544482,193775000
2010-04-30,90.01988220214844,91.68678024938873,89.99715274642918,91.588278233759,270000900
2010-05-03,91.18669891357422,91.43673445982131,90.31536659766215,90.45174909737564,182747900
2010-05-04,89.04247283935547,90.18657025293044,88.58786639482122,90.17141920972094,360353400
2010-05-05,88.5120849609375,89.2546131292093,87.86805878943763,88.31508674802724,328973200
2010-05-06,85.57232666015625,88.64850365513786,79.55634943409808,88.08782243008514,647356600
2010-05-07,84.29940795898438,86.20117900737509,82.89770228669364,85.34500340401877,637558800
2010-05-10,88.01203155517578,88.38329279905021,87.06493241626748,87.74683917177394,396159600
2010-05-11,87.76197814941406,88.92122633481193,87.06491471227241,87.18614037147246,317849800
2010-05-12,88.98944854736328,89.11825844636041,87.95900403919869,88.1105433966555,235607100
2010-05-13,87.88321685791016,89.16369667327271,87.80745008708078,88.74697076276001,234452500
2010-05-14,86.2921142578125,87.38317454292346,85.5192837429493,87.22406254811737,345601400
2010-05-17,86.33755493164062,86.76943190646193,84.68581380711389,86.52697475885408,325739800
2010-05-18,85.16316223144531,87.29981782079285,84.8828187838877,87.04220382940359,360556800
2010-05-19,84.6782455444336,85.44349752379676,83.61749330118964,84.68581817585604,394742700
2010-05-20,81.4808349609375,83.26138021106003,81.4277976396363,82.87496213836016,530418300
2010-05-21,82.67036437988281,82.8749351867638,79.82906784711432,80.24579365084007,500909400
2010-05-24,81.60964965820312,82.88255131539788,81.53388287230818,82.22336813877793,269823000
2010-05-25,81.69300079345703,81.73088707947528,79.08658154869065,79.63969010912469,396505200
2010-05-26,81.20047760009766,82.9431420535392,80.9580204899403,82.19304127221385,349719300
2010-05-27,83.92054748535156,83.95085534618784,82.42034016743975,82.73099140553649,300870500
2010-05-28,82.86737060546875,83.89023630047127,82.47337421084222,83.82962058120056,297933500
2010-06-01,81.4732437133789,83.30682599592957,81.3520180469181,82.09454042815366,277909400
2010-06-02,83.59475708007812,83.6023297108877,81.45810172303659,81.88997868518433,240243700
2010-06-03,83.8826675415039,84.14785411803284,83.02649208567223,83.83720863713718,226618300
2010-06-04,80.93531036376953,82.83708720789903,80.66254532713602,82.29155713463201,398475600
2010-06-07,79.92758178710938,81.53386386453586,79.8669718409044,81.22321259996212,264609100
2010-06-08,80.78376007080078,80.94287201244506,79.29113109075165,79.98819458194573,357774300
2010-06-09,80.35189056396484,82.04151213398853,80.01093141700564,81.2535249831528,268023300
2010-06-10,82.70072174072266,82.79921799845683,80.34433794324575,81.72331445470435,317890600
2010-06-11,83.10226440429688,83.1553017231455,81.92028656673666,81.97332388558529,214128200
2010-06-14,82.97345733642578,84.19332140681857,82.89011215542001,83.73870922655657,207196100
2010-06-15,84.86007690429688,84.93584367397749,83.41290674667107,83.55686765550801,238268700
2010-06-16,84.82975006103516,85.17828174809492,84.25391233515556,84.42060265953907,216374000
2010-06-17,84.96614837646484,85.11010927994515,84.14028079059818,85.07222300619756,263185800
2010-06-18,85.05825805664062,85.3627669893,84.7841953707387,85.13438528980546,174006600
2010-06-21,84.81465148925781,86.17734471016378,84.34265332800453,86.11644640559551,213140700
2010-06-22,83.41390991210938,85.18770349951436,83.29210745982917,84.81467586622571,239355400
2010-06-23,83.15508270263672,83.76410662888314,82.58411950470308,83.46720623060868,254639900
2010-06-24,81.77713775634766,82.85055114006346,81.56397913470853,82.74397182924389,268523600
2010-06-25,82.11970520019531,82.53840790526556,81.28228817378312,82.02073456536341,238726500
2010-06-28,81.86087799072266,82.46229312410583,81.56397765765381,82.24152003908137,169218600
2010-06-29,79.33341217041016,81.84565192253315,78.83096770486746,80.71133447733732,373649500
