Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TMO,TMO,TMO,TMO,TMO,TMO
Date,,,,,,
2010-01-04,45.05763626098633,47.5,48.029998779296875,47.45000076293945,48.029998779296875,7182800
2010-01-05,45.20942306518555,47.65999984741211,47.75,47.25,47.61000061035156,3221900
2010-01-06,45.636268615722656,48.11000061035156,48.439998626708984,47.619998931884766,47.779998779296875,3065000
2010-01-07,45.636268615722656,48.11000061035156,48.20000076293945,47.7599983215332,48.119998931884766,2638300
2010-01-08,46.40463638305664,48.91999816894531,48.91999816894531,47.880001068115234,48.119998931884766,3162200
2010-01-11,46.954795837402344,49.5,49.66999816894531,49.0,49.369998931884766,2844500
2010-01-12,46.17695236206055,48.68000030517578,49.380001068115234,48.439998626708984,49.380001068115234,3253600
2010-01-13,46.19594192504883,48.70000076293945,48.970001220703125,48.11000061035156,48.66999816894531,2890300
2010-01-14,45.93034362792969,48.41999816894531,48.88999938964844,48.27000045776367,48.779998779296875,1885800
2010-01-15,45.29478454589844,47.75,48.40999984741211,47.349998474121094,48.400001525878906,5187800
2010-01-19,46.452049255371094,48.970001220703125,48.9900016784668,47.779998779296875,47.97999954223633,3991200
2010-01-20,46.262325286865234,48.77000045776367,49.349998474121094,48.20000076293945,48.90999984741211,3862800
2010-01-21,45.31376647949219,47.77000045776367,49.18000030517578,47.66999816894531,48.689998626708984,3014100
2010-01-22,44.62129592895508,47.040000915527344,47.939998626708984,47.029998779296875,47.70000076293945,3904300
2010-01-25,44.678199768066406,47.099998474121094,47.63999938964844,47.040000915527344,47.34000015258789,2463700
2010-01-26,44.099571228027344,46.4900016784668,46.90999984741211,46.22999954223633,46.90999984741211,3662600
2010-01-27,44.07112503051758,46.459999084472656,46.58000183105469,46.02000045776367,46.310001373291016,2210900
2010-01-28,43.91933059692383,46.29999923706055,47.130001068115234,46.220001220703125,46.70000076293945,2608200
2010-01-29,43.777034759521484,46.150001525878906,46.900001525878906,46.13999938964844,46.66999816894531,3009300
2010-02-01,44.507469177246094,46.91999816894531,46.959999084472656,46.0,46.11000061035156,4060200
2010-02-02,45.152503967285156,47.599998474121094,47.70000076293945,46.72999954223633,46.95000076293945,3995200
2010-02-03,45.92084503173828,48.40999984741211,49.689998626708984,48.15999984741211,49.5,6484600
2010-02-04,44.829986572265625,47.2599983215332,48.18000030517578,47.220001220703125,48.16999816894531,4231600
2010-02-05,44.58333969116211,47.0,47.27000045776367,46.029998779296875,47.150001525878906,3827100
2010-02-08,44.38414001464844,46.790000915527344,47.31999969482422,46.61000061035156,46.95000076293945,2665600
2010-02-09,45.2283935546875,47.68000030517578,47.95000076293945,47.029998779296875,47.08000183105469,3085700
2010-02-10,44.7066650390625,47.130001068115234,47.779998779296875,46.939998626708984,47.52000045776367,2423500
2010-02-11,44.87740707397461,47.310001373291016,47.47999954223633,46.709999084472656,46.959999084472656,2252200
2010-02-12,44.829986572265625,47.2599983215332,47.29999923706055,46.54999923706055,47.02000045776367,2118400
2010-02-16,45.731136322021484,48.209999084472656,48.209999084472656,47.31999969482422,47.5099983215332,1675400
2010-02-17,46.20542526245117,48.709999084472656,48.86000061035156,48.16999816894531,48.209999084472656,2265000
2010-02-18,46.78406524658203,49.31999969482422,49.52000045776367,48.54999923706055,48.79999923706055,2822200
2010-02-19,46.689205169677734,49.220001220703125,49.4900016784668,48.90999984741211,49.130001068115234,2012100
2010-02-22,45.626792907714844,48.099998474121094,49.56999969482422,45.369998931884766,49.400001525878906,19134000
2010-02-23,47.116050720214844,49.66999816894531,49.939998626708984,47.7599983215332,47.779998779296875,14686100
2010-02-24,45.90188217163086,48.38999938964844,49.58000183105469,48.040000915527344,49.45000076293945,6836100
2010-02-25,46.7461051940918,49.279998779296875,49.33000183105469,47.560001373291016,48.0,9253500
2010-02-26,46.262325286865234,48.77000045776367,49.189998626708984,48.2400016784668,49.06999969482422,3933300
2010-03-01,46.14851379394531,48.650001525878906,49.25,48.27000045776367,48.849998474121094,6794500
2010-03-02,46.87892150878906,49.41999816894531,49.61000061035156,48.7400016784668,48.84000015258789,2516300
2010-03-03,46.61332321166992,49.13999938964844,49.470001220703125,48.88999938964844,49.41999816894531,2729100
2010-03-04,46.12005615234375,48.619998931884766,49.5,48.5099983215332,49.25,2123000
2010-03-05,46.94532012939453,49.4900016784668,49.720001220703125,48.630001068115234,48.709999084472656,2717800
2010-03-08,47.36269760131836,49.93000030517578,50.189998626708984,49.16999816894531,49.33000183105469,3576100
2010-03-09,47.64727020263672,50.22999954223633,50.68000030517578,49.66999816894531,49.84000015258789,4539900
2010-03-10,47.81800079345703,50.40999984741211,50.54999923706055,49.939998626708984,50.13999938964844,2009100
2010-03-11,48.22589874267578,50.84000015258789,50.849998474121094,50.13999938964844,50.400001525878906,2943400
2010-03-12,47.580875396728516,50.15999984741211,50.849998474121094,49.939998626708984,50.849998474121094,2942300
2010-03-15,47.3721923828125,49.939998626708984,50.25,49.47999954223633,50.11000061035156,3025100
2010-03-16,46.964298248291016,49.5099983215332,50.04999923706055,49.369998931884766,50.04999923706055,3209300
2010-03-17,47.400638580322266,49.970001220703125,50.130001068115234,49.459999084472656,49.459999084472656,3604000
2010-03-18,47.296295166015625,49.86000061035156,50.25,49.63999938964844,49.9900016784668,2150700
2010-03-19,47.31526184082031,49.880001068115234,50.189998626708984,49.560001373291016,49.880001068115234,3047900
2010-03-22,48.187957763671875,50.79999923706055,50.880001068115234,49.560001373291016,49.849998474121094,2178900
2010-03-23,48.23537826538086,50.849998474121094,50.970001220703125,50.150001525878906,50.81999969482422,3674000
2010-03-24,48.121559143066406,50.72999954223633,50.849998474121094,50.380001068115234,50.849998474121094,2422800
2010-03-25,47.80853271484375,50.400001525878906,51.33000183105469,50.349998474121094,50.939998626708984,3069700
2010-03-26,47.43857955932617,50.0099983215332,50.560001373291016,49.709999084472656,50.560001373291016,3334200
2010-03-29,47.91287612915039,50.5099983215332,50.5099983215332,49.90999984741211,50.18000030517578,2748000
2010-03-30,49.00373840332031,51.65999984741211,52.38999938964844,50.400001525878906,50.540000915527344,5520600
2010-03-31,48.79505920410156,51.439998626708984,51.58000183105469,51.189998626708984,51.439998626708984,3290600
2010-04-01,49.10809326171875,51.77000045776367,52.939998626708984,51.349998474121094,51.58000183105469,2263300
2010-04-05,49.20294952392578,51.869998931884766,52.15999984741211,51.630001068115234,51.810001373291016,1344400
2010-04-06,49.04167556762695,51.70000076293945,51.849998474121094,51.43000030517578,51.61000061035156,1609300
2010-04-07,48.92784881591797,51.58000183105469,51.849998474121094,51.29999923706055,51.849998474121094,3202300
2010-04-08,48.78555679321289,51.43000030517578,51.459999084472656,50.869998931884766,51.41999816894531,2374900
2010-04-09,49.591854095458984,52.279998779296875,52.279998779296875,51.2400016784668,51.400001525878906,1707700
